Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review Count,Average Rating,Review URL,Google Maps URL,Latitude,Longitude,Website,Domain,Opening hours,Featured image,Cid,Place Id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmart,"Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080","Salpa Devi Pada, Mulund West","Mumbai, Maharashtra 400080",Supermarket,022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,11540,4.4,https://search.google.com/local/reviews?placeid=ChIJs95IYZq55zsRWI1KDENIWpo&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11122281682551082328,19.1634261,72.9404161,https://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–11 pm], Monday:[7 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipPHCpXkuUpN1J4hWMITvlmQZY9K0mvrkVG3ynk0=w163-h92-k-no,1.11E+19,ChIJs95IYZq55zsRWI1KDENIWpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Mart,"Ground & 1st Floor, Narmada Mall, near Thakur Cinema, ठाकुर, Thakur Village, Kandivali East, Mumbai, Maharashtra 400101",Ground & 1st Floor,Narmada Mall,"Grocery store,Hypermarket,Supermarket",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,14072,4.2,https://search.google.com/local/reviews?placeid=ChIJQTTuPzi35zsRN7RWJoeAHPg&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17878305938706183223,19.2089765,72.8737552,https://dmart.in/,dmart.in,"Sunday:[8 am–11 pm], Monday:[8 am–11 pm], Tuesday:[8 am–11 pm], Wednesday:[8 am–11 pm], Thursday:[8 am–11 pm], Friday:[8 am–11 pm], Saturday:[8 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipNomNjiKvsMJxxvwR7KgqJ-DcRyulnlCQPREFdg=w163-h92-k-no,1.79E+19,ChIJQTTuPzi35zsRN7RWJoeAHPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Mart,"90 Feet Road, Mahavir Nagar Sports Club Opposite Kamla Vihar, Kandivali, Mumbai, Maharashtra 400067","90 Feet Road, Mahavir Nagar Sports Club Opposite Kamla Vihar",Kandivali,Supermarket,022 3340 0500,"022 3340 0500, +91 22 3340 0500",NO,15300,4.2,https://search.google.com/local/reviews?placeid=ChIJ1xomhdG25zsRm7-ZFPEt4V8&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6908853816819040155,19.2133155,72.8420812,http://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–9:30 pm], Monday:[7 am–9:30 pm], Tuesday:[7 am–9:30 pm], Wednesday:[7 am–9:30 pm], Thursday:[7 am–9:30 pm], Friday:[7 am–9:30 pm], Saturday:[7 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipOiUf27q1DglXNwm8QD2g7FrGDYiWsCA6DmHwOx=w194-h92-k-no,6.91E+18,ChIJ1xomhdG25zsRm7-ZFPEt4V8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart,"4RP6+H7C, Yari Rd, Jeet Nagar, Versova, Andheri West, Mumbai, Maharashtra 400061",4RP6+H7C,Yari Rd,"Grocery store,Hypermarket",ZHyvZrvsF6Oc4-EPxpi5sA0,,NO,11440,4.2,https://search.google.com/local/reviews?placeid=ChIJW9KfUQ-25zsRm7HeDL_A48Q&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14187395177934401947,19.1364319,72.810629,http://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–11 pm], Monday:[7 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipOldEs0WYSSwmH1NzBY7pbTdI0rd5qCgLJ_LvRY=w122-h92-k-no,1.42E+19,ChIJW9KfUQ-25zsRm7HeDL_A48Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart,"10-A, Orchard Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076","10-A, Orchard Ave","Hiranandani Gardens, Powai",Supermarket,022 3340 0500,"022 3340 0500, +91 22 3340 0500",NO,20978,4.2,https://search.google.com/local/reviews?placeid=ChIJy6ef6OXH5zsR060FiS09m0U&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5015669875788852691,19.1167202,72.9103065,http://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–11 pm], Monday:[7 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipM4ohq694ogXoxXlMflPaLXDjrMsgHNCK-_6Mc5=w163-h92-k-no,5.02E+18,ChIJy6ef6OXH5zsR060FiS09m0U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart,"Laxman Tower, 1-A, Mithagar Rd, Anand Park, Dahisar West, Mumbai, Maharashtra 400068",Laxman Tower,"1-A, Mithagar Rd","Hypermarket,Grocery store",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,15993,4.2,https://search.google.com/local/reviews?placeid=ChIJBV_7jwKx5zsR1I_Vo9t-eNE&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15093953632943837140,19.2571538,72.8507682,https://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–11 pm], Monday:[7 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipPjAQrVD_hdrL00qteKHIWsbO-3j_KBIuRmEppn=w123-h92-k-no,1.51E+19,ChIJBV_7jwKx5zsR1I_Vo9t-eNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart,"Khalai Village, Vidyavihar West, Ghatkopar West, Mumbai, Maharashtra 400086","Khalai Village, Vidyavihar West, Ghatkopar West","Mumbai, Maharashtra 400086","Supermarket,Grocery store",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,9669,4.2,https://search.google.com/local/reviews?placeid=ChIJ_VYHk_TJ5zsRSjSYLSduN9I&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15147696986231682122,19.0811547,72.8924106,http://www.dmartindia.com/,dmartindia.com,"Sunday:[10 am–11 pm], Monday:[10 am–11 pm], Tuesday:[10 am–11 pm], Wednesday:[10 am–11 pm], Thursday:[10 am–11 pm], Friday:[10 am–11 pm], Saturday:[10 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipPfXw7Df14TfEq7Pq7eQ4Y47B9ZSTOFNTZ_z2z0=w200-h92-k-no,1.51E+19,ChIJ_VYHk_TJ5zsRSjSYLSduN9I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Mart,"B-4, New Link Road, Mahatma Gandhi Rd, Manav Kalyan Tower CHS, Bangur Nagar, Goregaon West, Mumbai, Maharashtra 400104","B-4, New Link Road",Mahatma Gandhi Rd,"Supermarket,Convenience store",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,2007,4.5,https://search.google.com/local/reviews?placeid=ChIJY7LiL4C35zsRmGlmMwOD0cc&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14398433533450676632,19.1645074,72.8346519,http://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–11 pm], Monday:[7 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipNvylIf973Ruv7m3aT1D0roOvhHi0K2Cl9OlL4j=w122-h92-k-no,1.44E+19,ChIJY7LiL4C35zsRmGlmMwOD0cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Mart,"Damji shamji business Galleria, next to Toyo House, Ambedkar Nagar, Kanjurmarg West, Bhandup West, Mumbai, Maharashtra 400078",Damji shamji business Galleria,next to Toyo House,"Hypermarket,Department store,Grocery store,Supermarket",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,16351,4.1,https://search.google.com/local/reviews?placeid=ChIJZSsIU9CV5zsRn4uzmBitO9M&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15220949686781447071,19.1292711,72.9264021,http://www.dmartindia.com/about-us,dmartindia.com,"Sunday:[7 am–11 pm], Monday:[7 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipOw403ByuXryyDdoq9RfN5iZTXX8ivGW85YIZCD=w124-h92-k-no,1.52E+19,ChIJZSsIU9CV5zsRn4uzmBitO9M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Mart,"The Vijay Nagar Society - Andheri (East Shop No. 6, The Vijay Nagar CHSL, Sahar Rd, Andheri East, Mumbai, Maharashtra 400069","The Vijay Nagar Society - Andheri (East Shop No. 6, The Vijay Nagar CHSL",Sahar Rd,"Hypermarket,Grocery store,Supermarket",022 3340 0500,"022 3340 0500, +91 22 3340 0500",NO,14043,4.2,https://search.google.com/local/reviews?placeid=ChIJ8QUNsc3J5zsR7vyAqTezQT8&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4558121349524028654,19.1135484,72.847858,https://dmart.in/,dmart.in,"Sunday:[7 am–11 pm], Monday:[7 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipPEQseN1ovxSuR2NU_3BaL3L7yn9aRtT1jQon0i=w122-h92-k-no,4.56E+18,ChIJ8QUNsc3J5zsR7vyAqTezQT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart,"Plot bearing C.T.S. No. 653/5(pt), 659A & 660 of Village Borla at, Waman Tukaram Patil Marg, MBPT Colony, Best Colony, Chembur, Mumbai, Maharashtra 400088","Plot bearing C.T.S. No. 653/5(pt), 659A & 660 of Village Borla at",Waman Tukaram Patil Marg,Grocery store,ZHyvZrvsF6Oc4-EPxpi5sA0,,YES,1558,4.3,https://search.google.com/local/reviews?placeid=ChIJEQAmNy3H5zsRAPXXEaYY2yU&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2727801100845970688,19.0476591,72.9100843,https://www.dmartindia.com/,dmartindia.com,"Sunday:[8 am–11 pm], Monday:[8 am–11 pm], Tuesday:[8 am–11 pm], Wednesday:[8 am–11 pm], Thursday:[8 am–11 pm], Friday:[8 am–11 pm], Saturday:[8 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipOIOPp8mW8Fd71Pii7yTqysSbC5O7l0n2s2VfSW=w122-h92-k-no,2.73E+18,ChIJEQAmNy3H5zsRAPXXEaYY2yU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart,"Plot no 19, Nahar's Amrit Shakti Rd, Nahar Amrit Shakti, LOK Milan Colony, Chandivali, Andheri (E, Mumbai, Maharashtra 400072",Plot no 19,Nahar's Amrit Shakti Rd,"Supermarket,Grocery store",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,12415,4.1,https://search.google.com/local/reviews?placeid=ChIJ1zQcuQrI5zsR7ibhuDiGqfs&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=18134172952762066670,19.1109006,72.8976467,http://dmartindia.com/,dmartindia.com,"Sunday:[7 am–11 pm], Monday:[7 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipPLp8lGym0Y8KjIkg88jPkpSMO_bnjowhjtEazt=w122-h92-k-no,1.81E+19,ChIJ1zQcuQrI5zsR7ibhuDiGqfs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart,"Avenue supermarts Ltd Mega Mall, Link road Goregaon landmark, Oshiwara, Mumbai, Goregaon, Maharashtra 400102","Avenue supermarts Ltd Mega Mall, Link road Goregaon landmark, Oshiwara, Mumbai","Goregaon, Maharashtra 400102","Hypermarket,Grocery store",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,177,4.4,https://search.google.com/local/reviews?placeid=ChIJT0dCb1S35zsR8QVUZuQ-4H4&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=9142376394252355057,19.1513881,72.8343594,http://www.dmartindia.com/,dmartindia.com,"Sunday:[10 am–10 pm], Monday:[10 am–10 pm], Tuesday:[10 am–10 pm], Wednesday:[10 am–10 pm], Thursday:[10 am–10 pm], Friday:[10 am–10 pm], Saturday:[10 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipMWDbvDxj_fF882Y7aAaSdWBuh10L3lRg2SFzJQ=w80-h106-k-no,9.14E+18,ChIJT0dCb1S35zsR8QVUZuQ-4H4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart,"Ghodbunder Rd, opp. Muchhala College, Parkwoods, Thane West, Thane, Maharashtra 400615",Ghodbunder Rd,opp. Muchhala College,"Grocery store,Hypermarket",086579 00860,"086579 00860, +91 86579 00860",YES,15682,4.3,https://search.google.com/local/reviews?placeid=ChIJvfAsCb675zsRRn3bTtnwpZ4&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11431808045271448902,19.2603228,72.968937,https://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–11 pm], Monday:[7 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipPoBvxJWM-rAM1f_ewv_znSqq9gBcgVzxhXPwXL=w204-h92-k-no,1.14E+19,ChIJvfAsCb675zsRRn3bTtnwpZ4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart Juinagar,"3248+WJJ, 2, Juinagar Station Rd, Sector 10, Sanpada, Navi Mumbai, Maharashtra 400705",3248+WJJ,"2, Juinagar Station Rd","Grocery store,Hypermarket",022 2775 7570,"022 2775 7570, +91 22 2775 7570",NO,10679,4.2,https://search.google.com/local/reviews?placeid=ChIJs6GBHF7B5zsRTXEZ-0d-iJM&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10630885768028582221,19.057133,73.0164219,http://www.dmartindia.com/,dmartindia.com,"Sunday:[8 am–11 pm], Monday:[8 am–11 pm], Tuesday:[8 am–11 pm], Wednesday:[8 am–11 pm], Thursday:[8 am–11 pm], Friday:[8 am–11 pm], Saturday:[8 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipMZATIcIsvhZkVoMldmxn_U91ssW8664u26WJSq=w123-h92-k-no,1.06E+19,ChIJs6GBHF7B5zsRTXEZ-0d-iJM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart Seawoods,"West, Karave Nagar, Seawoods West, Kendriya Vihar, Sector 38, Seawoods, Navi Mumbai, Maharashtra 400706","West, Karave Nagar","Seawoods West, Kendriya Vihar, Sector 38, Seawoods","Grocery store,Supermarket",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,20113,4.3,https://search.google.com/local/reviews?placeid=ChIJ06sFlJfD5zsRQaFSyv4g598&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16133900468766286145,19.0187514,73.0152381,http://www.dmartindia.com/,dmartindia.com,"Sunday:[8 am–11 pm], Monday:[8 am–11 pm], Tuesday:[8 am–11 pm], Wednesday:[8 am–11 pm], Thursday:[8 am–11 pm], Friday:[8 am–11 pm], Saturday:[8 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipPeDtcWwbtpXFIrdeSZgAxbc2JKD-wr8p95rCLq=w159-h92-k-no,1.61E+19,ChIJ06sFlJfD5zsRQaFSyv4g598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart Ready,,"N M Joshi Marg (Delisle Road) - Lower Parel (West Shop No. B-18, Orbit Grand, N M Joshi Marg Opp MCGM G/South Ward Building",Delisle Rd,Grocery delivery service,022 6812 0900,"022 6812 0900, +91 22 6812 0900",YES,410,4.1,https://search.google.com/local/reviews?placeid=ChIJ5WSdp-vO5zsRVhLp1cG-Zt0&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15953648469733347926,19.007802,72.8309288,https://dmart.in/,dmart.in,"Sunday:[12–9 pm], Monday:[12–9 pm], Tuesday:[12–9 pm], Wednesday:[12–9 pm], Thursday:[12–9 pm], Friday:[12–9 pm], Saturday:[12–9 pm]",https://lh5.googleusercontent.com/p/AF1QipOBr5gVJNGg2PZzADlZBRyc6F8wrzC1TPVnByal=w80-h106-k-no,1.60E+19,ChIJ5WSdp-vO5zsRVhLp1cG-Zt0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart Nerul,"Plot No, 9, Kamaladevi Birajdar Marg, Nerul East, Sector 21, Nerul, Navi Mumbai, Maharashtra 400706",Plot No,"9, Kamaladevi Birajdar Marg","Supermarket,Grocery store,Hypermarket",022 2771 3881,"022 2771 3881, +91 22 2771 3881",YES,8543,4.1,https://search.google.com/local/reviews?placeid=ChIJtW9yuMDD5zsRRNJguTJTDS4&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=3318399977765524036,19.0311954,73.0219966,http://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–11 pm], Monday:[7 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipNeC09XNQBZzWftu4eFE01hcpFE-gHCY01vgfYn=w168-h92-k-no,3.32E+18,ChIJtW9yuMDD5zsRRNJguTJTDS4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dmart,"Salpa Devi Pada, Mulund West, Mumbai, Maharashtra 400080","Salpa Devi Pada, Mulund West","Mumbai, Maharashtra 400080",Supermarket,022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,11540,4.4,https://search.google.com/local/reviews?placeid=ChIJs95IYZq55zsRWI1KDENIWpo&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=11122281682551082328,19.1634261,72.9404161,https://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–11 pm], Monday:[7 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipPHCpXkuUpN1J4hWMITvlmQZY9K0mvrkVG3ynk0=w163-h92-k-no,1.11E+19,ChIJs95IYZq55zsRWI1KDENIWpo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Mart,"Ground, 1st, 2nd Floor, Palm Court complex, New Link Rd, Malad West, Mumbai, Maharashtra 400064","Ground, 1st, 2nd Floor, Palm Court complex",New Link Rd,"Hypermarket,Grocery store",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,17166,4.2,https://search.google.com/local/reviews?placeid=ChIJnUd5au625zsR4G6PeNn1YBw&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2044904545205579488,19.1858028,72.835477,http://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–10 pm], Monday:[7 am–10 pm], Tuesday:[7 am–10 pm], Wednesday:[7 am–10 pm], Thursday:[7 am–10 pm], Friday:[7 am–10 pm], Saturday:[7 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipM6wSncM16SarUC_IRc6SaCufSI5l2w-h7NRRxl=w122-h92-k-no,2.04E+18,ChIJnUd5au625zsR4G6PeNn1YBw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Mart,"Ground & 1st Floor, Narmada Mall, near Thakur Cinema, ठाकुर, Thakur Village, Kandivali East, Mumbai, Maharashtra 400101",Ground & 1st Floor,Narmada Mall,"Grocery store,Hypermarket,Supermarket",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,14072,4.2,https://search.google.com/local/reviews?placeid=ChIJQTTuPzi35zsRN7RWJoeAHPg&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17878305938706183223,19.2089765,72.8737552,https://dmart.in/,dmart.in,"Sunday:[8 am–11 pm], Monday:[8 am–11 pm], Tuesday:[8 am–11 pm], Wednesday:[8 am–11 pm], Thursday:[8 am–11 pm], Friday:[8 am–11 pm], Saturday:[8 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipNomNjiKvsMJxxvwR7KgqJ-DcRyulnlCQPREFdg=w163-h92-k-no,1.79E+19,ChIJQTTuPzi35zsRN7RWJoeAHPg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D Mart,"90 Feet Road, Mahavir Nagar Sports Club Opposite Kamla Vihar, Kandivali, Mumbai, Maharashtra 400067","90 Feet Road, Mahavir Nagar Sports Club Opposite Kamla Vihar",Kandivali,Supermarket,022 3340 0500,"022 3340 0500, +91 22 3340 0500",NO,15300,4.2,https://search.google.com/local/reviews?placeid=ChIJ1xomhdG25zsRm7-ZFPEt4V8&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=6908853816819040155,19.2133155,72.8420812,http://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–9:30 pm], Monday:[7 am–9:30 pm], Tuesday:[7 am–9:30 pm], Wednesday:[7 am–9:30 pm], Thursday:[7 am–9:30 pm], Friday:[7 am–9:30 pm], Saturday:[7 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipOiUf27q1DglXNwm8QD2g7FrGDYiWsCA6DmHwOx=w194-h92-k-no,6.91E+18,ChIJ1xomhdG25zsRm7-ZFPEt4V8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart,"Plot bearing C.T.S. No. 653/5(pt), 659A & 660 of Village Borla at, Waman Tukaram Patil Marg, MBPT Colony, Best Colony, Chembur, Mumbai, Maharashtra 400088","Plot bearing C.T.S. No. 653/5(pt), 659A & 660 of Village Borla at",Waman Tukaram Patil Marg,Grocery store,dHyvZufJPMbH4-EP-LmxgQc,,YES,1558,4.3,https://search.google.com/local/reviews?placeid=ChIJEQAmNy3H5zsRAPXXEaYY2yU&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=2727801100845970688,19.0476591,72.9100843,https://www.dmartindia.com/,dmartindia.com,"Sunday:[8 am–11 pm], Monday:[8 am–11 pm], Tuesday:[8 am–11 pm], Wednesday:[8 am–11 pm], Thursday:[8 am–11 pm], Friday:[8 am–11 pm], Saturday:[8 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipOIOPp8mW8Fd71Pii7yTqysSbC5O7l0n2s2VfSW=w122-h92-k-no,2.73E+18,ChIJEQAmNy3H5zsRAPXXEaYY2yU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart,"10-A, Orchard Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076","10-A, Orchard Ave","Hiranandani Gardens, Powai",Supermarket,022 3340 0500,"022 3340 0500, +91 22 3340 0500",NO,20978,4.2,https://search.google.com/local/reviews?placeid=ChIJy6ef6OXH5zsR060FiS09m0U&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5015669875788852691,19.1167202,72.9103065,http://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–11 pm], Monday:[7 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipM4ohq694ogXoxXlMflPaLXDjrMsgHNCK-_6Mc5=w163-h92-k-no,5.02E+18,ChIJy6ef6OXH5zsR060FiS09m0U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart,"Khalai Village, Vidyavihar West, Ghatkopar West, Mumbai, Maharashtra 400086","Khalai Village, Vidyavihar West, Ghatkopar West","Mumbai, Maharashtra 400086","Supermarket,Grocery store",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,9669,4.2,https://search.google.com/local/reviews?placeid=ChIJ_VYHk_TJ5zsRSjSYLSduN9I&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15147696986231682122,19.0811547,72.8924106,http://www.dmartindia.com/,dmartindia.com,"Sunday:[10 am–11 pm], Monday:[10 am–11 pm], Tuesday:[10 am–11 pm], Wednesday:[10 am–11 pm], Thursday:[10 am–11 pm], Friday:[10 am–11 pm], Saturday:[10 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipPfXw7Df14TfEq7Pq7eQ4Y47B9ZSTOFNTZ_z2z0=w200-h92-k-no,1.51E+19,ChIJ_VYHk_TJ5zsRSjSYLSduN9I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DMart,"Laxman Tower, 1-A, Mithagar Rd, Anand Park, Dahisar West, Mumbai, Maharashtra 400068",Laxman Tower,"1-A, Mithagar Rd","Hypermarket,Grocery store",022 3340 0500,"022 3340 0500, +91 22 3340 0500",YES,15993,4.2,https://search.google.com/local/reviews?placeid=ChIJBV_7jwKx5zsR1I_Vo9t-eNE&q=Mumbai+all+Demarts&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15093953632943837140,19.2571538,72.8507682,https://www.dmartindia.com/,dmartindia.com,"Sunday:[7 am–11 pm], Monday:[7 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipPjAQrVD_hdrL00qteKHIWsbO-3j_KBIuRmEppn=w123-h92-k-no,1.51E+19,ChIJBV_7jwKx5zsR1I_Vo9t-eNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
